Time, Head-X, Head-Y, Head-Z, Head-rX, Head-rY, Head-rZ, LeftHand-X, LeftHand-Y, LeftHand-Z, LeftHand-rX, LeftHand-rY, LeftHand-rZ, RightHand-X, RightHand-Y, RightHand-Z, RightHand-rX, RightHand-rY, RightHand-rZ
1059.582, 28.126, 1.487, 14.861, 2.974, 188.370, 357.414, 27.900, 1.131, 14.742, 311.462, 192.484, 25.389, 28.198, 1.009, 14.685, 342.473, 185.266, 5.176
1060.082, 28.679, 1.490, 14.019, 1.426, 188.183, 358.311, 28.466, 1.138, 13.899, 310.500, 191.425, 22.865, 28.748, 1.018, 13.841, 338.429, 186.965, 1.725
1060.582, 28.583, 1.488, 13.631, 2.791, 193.819, 358.029, 28.372, 1.144, 13.531, 309.843, 194.416, 21.852, 28.640, 1.012, 13.449, 340.371, 191.285, 1.060
1061.082, 28.287, 1.444, 13.315, 27.889, 273.202, 6.946, 28.168, 1.170, 13.195, 307.779, 203.453, 20.241, 28.356, 1.014, 13.060, 339.936, 199.797, 8.828
1061.582, 28.129, 1.449, 13.910, 24.956, 281.706, 6.646, 27.973, 1.183, 13.853, 304.876, 225.783, 13.726, 28.097, 1.023, 13.679, 337.325, 227.782, 3.980
1062.082, 27.981, 1.454, 14.880, 24.229, 266.649, 1.814, 27.819, 1.205, 14.848, 300.853, 222.651, 18.874, 27.920, 1.031, 14.665, 336.919, 223.570, 8.935
1062.582, 27.858, 1.459, 14.512, 21.894, 263.092, 1.394, 27.662, 1.213, 14.539, 299.052, 246.094, 5.348, 27.795, 1.032, 14.297, 336.052, 225.836, 4.071
1063.082, 27.480, 1.480, 14.540, 8.592, 270.527, 0.587, 27.268, 1.224, 14.626, 298.402, 260.525, 4.929, 27.387, 1.031, 14.334, 334.621, 235.247, 1.692
1063.582, 22.887, 7.393, 14.593, 6.504, 269.348, 1.481, 22.662, 7.131, 14.693, 299.681, 262.278, 5.678, 22.782, 6.943, 14.399, 333.339, 238.207, 359.329
1064.082, 17.581, 13.515, 14.420, 33.789, 262.117, 5.233, 17.392, 13.229, 14.500, 315.766, 250.364, 10.272, 17.530, 13.112, 14.234, 333.697, 234.169, 1.124
1064.582, 13.681, 17.181, 14.310, 36.853, 258.367, 5.993, 13.502, 16.901, 14.375, 316.400, 244.506, 11.274, 13.640, 16.785, 14.137, 332.470, 235.277, 358.544
1065.082, 9.943, 18.349, 14.203, 39.136, 252.179, 6.554, 9.769, 18.074, 14.250, 316.938, 235.618, 12.405, 9.911, 17.955, 14.038, 332.676, 233.171, 359.565
1065.582, 6.620, 17.024, 14.179, 38.019, 238.402, 5.546, 6.468, 16.737, 14.178, 319.191, 213.426, 16.609, 6.595, 16.634, 14.029, 331.870, 227.165, 359.360
1066.082, 3.280, 13.199, 14.140, 37.579, 205.948, 4.506, 3.155, 12.915, 14.060, 317.653, 183.949, 16.407, 3.335, 12.805, 13.987, 333.052, 194.433, 0.062
1066.582, 0.158, 7.086, 14.166, 27.776, 155.966, 0.221, 0.122, 6.786, 13.998, 314.040, 146.396, 12.215, 0.296, 6.664, 14.076, 338.870, 154.711, 2.317
1067.082, 0.260, 2.268, 14.212, 25.688, 137.831, 1.722, 0.271, 1.995, 14.010, 305.079, 133.140, 12.821, 0.409, 1.850, 14.147, 334.649, 141.539, 359.109
1067.582, 0.260, 1.482, 14.195, 11.079, 135.171, 4.307, 0.307, 1.198, 13.962, 304.246, 127.449, 14.963, 0.419, 1.040, 14.133, 333.041, 131.869, 3.180
1068.082, 1.010, 1.481, 13.663, 12.470, 137.645, 4.023, 1.056, 1.219, 13.426, 299.774, 129.957, 12.853, 1.174, 1.041, 13.598, 332.114, 133.534, 2.795
1068.582, 2.154, 1.477, 12.995, 14.136, 142.287, 4.005, 2.201, 1.223, 12.763, 298.743, 130.673, 12.138, 2.321, 1.041, 12.934, 330.453, 136.695, 359.255
1069.082, 5.190, 5.562, 9.777, 13.054, 136.075, 3.612, 5.227, 5.312, 9.540, 297.520, 131.592, 11.416, 5.364, 5.134, 9.713, 329.867, 132.476, 4.071
1069.582, 10.110, 12.057, 4.748, 16.596, 137.984, 2.730, 10.142, 11.819, 4.529, 296.112, 132.950, 11.155, 10.280, 11.631, 4.697, 330.457, 133.985, 0.472
1070.082, 15.068, 16.051, -0.297, 20.680, 135.879, 2.600, 15.104, 15.798, -0.512, 300.693, 130.635, 12.281, 15.231, 15.630, -0.343, 330.459, 132.907, 2.152
1070.582, 19.195, 17.528, -4.454, 32.405, 138.921, 2.409, 19.207, 17.259, -4.652, 309.234, 134.741, 9.886, 19.347, 17.127, -4.480, 330.883, 133.361, 2.959
1071.082, 22.849, 16.512, -8.079, 38.792, 138.274, 3.827, 22.847, 16.245, -8.269, 312.813, 131.398, 12.567, 22.976, 16.116, -8.109, 333.703, 135.601, 3.191
1071.582, 26.481, 13.023, -11.696, 32.194, 112.677, 3.532, 26.572, 12.756, -11.853, 310.723, 94.062, 18.686, 26.599, 12.598, -11.690, 340.831, 122.111, 358.871
1072.082, 29.845, 7.446, -14.872, 38.760, 60.875, 2.561, 29.981, 7.189, -14.912, 315.622, 36.045, 20.607, 29.904, 7.012, -14.810, 348.999, 78.399, 359.289
1072.582, 29.782, 3.761, -14.761, 34.832, 1.480, 353.451, 29.912, 3.530, -14.672, 311.151, 351.266, 27.554, 29.840, 3.348, -14.686, 344.931, 54.199, 352.732
1073.082, 29.836, 1.374, -14.721, 26.177, 358.231, 359.623, 29.907, 1.127, -14.589, 315.124, 331.743, 27.019, 29.800, 0.949, -14.658, 339.725, 25.187, 354.351
1073.582, 29.826, 1.366, -14.699, 30.784, 9.483, 1.944, 29.934, 1.154, -14.598, 313.549, 339.658, 33.675, 29.868, 0.994, -14.574, 328.701, 28.659, 353.010
1074.082, 29.833, 1.362, -14.674, 29.280, 30.859, 5.908, 29.930, 1.178, -14.605, 314.807, 343.090, 41.541, 29.756, 1.093, -14.480, 310.326, 351.764, 8.274
1074.582, 29.894, 1.409, -14.765, 5.075, 112.614, 5.715, 29.961, 1.243, -14.668, 321.651, 332.631, 88.298, 30.061, 1.003, -14.671, 319.310, 89.358, 9.854
1075.082, 29.844, 1.422, -14.716, 354.850, 192.119, 359.486, 30.015, 1.297, -14.725, 319.988, 38.456, 99.954, 30.076, 1.071, -14.781, 324.314, 187.317, 9.456
1075.582, 29.766, 1.400, -14.660, 10.646, 234.175, 355.445, 29.892, 1.283, -14.771, 319.454, 89.902, 101.593, 29.836, 1.032, -14.845, 323.817, 239.922, 359.342
1076.082, 29.720, 1.386, -14.635, 20.667, 296.472, 358.361, 29.618, 1.196, -14.700, 308.451, 195.851, 68.845, 29.632, 0.989, -14.785, 332.494, 283.597, 354.470
1076.582, 29.750, 1.391, -14.646, 15.030, 319.140, 359.869, 29.650, 1.142, -14.418, 310.910, 297.436, 29.032, 29.600, 0.989, -14.675, 333.511, 307.347, 358.752
1077.082, 29.781, 1.428, -13.923, 353.418, 306.284, 358.010, 29.707, 1.172, -13.750, 306.684, 278.617, 37.200, 29.616, 0.970, -13.907, 341.624, 305.006, 11.441
1077.582, 29.743, 1.429, -13.946, 352.880, 297.894, 0.013, 29.612, 1.181, -13.868, 310.393, 232.848, 62.385, 29.554, 0.974, -13.896, 343.520, 308.612, 7.022
1078.082, 29.744, 1.425, -13.970, 354.075, 295.462, 359.590, 29.514, 1.264, -14.035, 327.147, 191.340, 90.570, 29.536, 0.976, -13.932, 343.433, 301.849, 10.997
1078.582, 29.748, 1.423, -13.972, 355.167, 294.577, 359.326, 29.569, 1.291, -14.141, 333.222, 167.377, 96.013, 29.535, 0.976, -13.974, 342.842, 292.244, 12.040
1079.082, 29.752, 1.421, -13.978, 355.689, 293.247, 359.458, 29.587, 1.299, -14.152, 333.194, 164.513, 97.528, 29.540, 0.976, -13.979, 343.287, 292.108, 11.694
1079.582, 29.759, 1.421, -13.979, 355.986, 293.225, 358.796, 29.599, 1.303, -14.150, 332.303, 163.923, 98.239, 29.542, 0.975, -13.987, 343.974, 291.068, 11.171
1080.082, 29.732, 1.407, -13.963, 7.446, 305.565, 356.296, 29.590, 1.204, -13.702, 308.389, 274.246, 54.121, 29.555, 0.958, -13.947, 347.969, 304.759, 10.035
1080.582, 29.711, 1.394, -13.928, 16.003, 315.747, 355.932, 29.752, 1.141, -13.632, 318.120, 316.073, 43.022, 29.553, 0.947, -13.911, 351.089, 310.881, 9.355
1081.082, 29.698, 1.394, -13.918, 15.320, 315.087, 355.720, 29.769, 1.103, -13.607, 323.201, 327.782, 37.320, 29.550, 0.937, -13.904, 352.897, 312.517, 8.491
1081.582, 29.699, 1.397, -13.917, 13.743, 316.398, 356.670, 29.778, 1.248, -13.685, 293.547, 307.415, 46.970, 29.549, 0.934, -13.899, 353.880, 313.397, 8.359
1082.082, 29.713, 1.395, -13.904, 14.699, 337.524, 2.475, 29.722, 1.222, -13.741, 307.725, 284.655, 56.104, 29.555, 0.927, -13.893, 355.157, 315.179, 9.341
1082.582, 29.712, 1.389, -13.902, 18.563, 336.041, 2.204, 29.723, 1.071, -13.642, 337.188, 317.123, 37.048, 29.554, 0.928, -13.897, 355.288, 314.435, 8.977
1083.082, 29.715, 1.387, -13.895, 20.044, 335.272, 1.671, 29.692, 1.048, -13.690, 339.925, 302.007, 36.506, 29.556, 0.928, -13.893, 355.512, 315.297, 7.673
1083.582, 29.712, 1.386, -13.894, 20.712, 334.783, 1.922, 29.677, 1.060, -13.698, 339.938, 301.959, 34.644, 29.550, 0.926, -13.897, 356.466, 313.543, 7.482
1084.082, 29.714, 1.386, -13.894, 20.523, 335.634, 1.480, 29.688, 1.037, -13.696, 348.612, 302.855, 35.662, 29.552, 0.927, -13.894, 356.252, 314.778, 7.218
1084.582, 29.717, 1.387, -13.895, 20.260, 334.694, 1.059, 29.684, 1.038, -13.697, 346.922, 302.615, 31.957, 29.553, 0.928, -13.896, 356.189, 314.215, 7.062
1085.082, 29.330, 1.436, -13.694, 347.676, 293.485, 359.951, 29.248, 1.074, -13.570, 308.710, 269.245, 25.623, 29.163, 0.940, -13.651, 352.758, 308.408, 7.812
1085.582, 28.451, 1.456, -14.383, 325.267, 294.491, 0.247, 28.311, 1.115, -14.222, 297.997, 296.307, 6.229, 28.229, 0.953, -14.347, 349.164, 297.375, 10.286
1086.082, 28.469, 1.456, -14.378, 319.838, 297.430, 358.460, 28.316, 1.111, -14.210, 302.097, 307.854, 356.065, 28.229, 0.956, -14.335, 350.193, 298.662, 6.533
1086.582, 28.445, 1.448, -14.361, 331.566, 299.707, 0.671, 28.327, 1.104, -14.189, 300.769, 325.255, 347.969, 28.227, 0.963, -14.326, 346.561, 301.192, 7.675
1087.082, 28.457, 1.453, -14.365, 325.295, 310.354, 359.473, 28.341, 1.109, -14.166, 302.020, 328.073, 350.418, 28.230, 0.966, -14.300, 347.357, 305.696, 11.627
1087.582, 28.462, 1.451, -14.362, 327.729, 317.580, 356.680, 28.337, 1.107, -14.182, 304.951, 299.103, 9.662, 28.223, 0.969, -14.304, 346.895, 302.552, 8.535
1088.082, 28.471, 1.451, -14.354, 328.006, 322.853, 354.246, 28.353, 1.096, -14.173, 307.937, 304.991, 3.239, 28.229, 0.969, -14.301, 347.915, 302.463, 11.505
1088.582, 28.413, 1.409, -14.355, 5.513, 289.122, 359.539, 28.331, 1.073, -14.195, 313.774, 288.215, 20.716, 28.235, 0.970, -14.314, 346.184, 302.458, 6.897
1089.082, 28.402, 1.400, -14.362, 10.509, 271.891, 0.261, 28.309, 1.060, -14.217, 314.034, 282.382, 16.937, 28.241, 0.965, -14.336, 338.216, 296.459, 0.679
1089.582, 28.400, 1.411, -14.458, 3.062, 274.618, 0.031, 28.296, 1.055, -14.318, 316.831, 277.255, 14.103, 28.223, 0.966, -14.448, 343.154, 291.980, 7.428
1090.082, 28.369, 1.414, -14.821, 3.888, 277.976, 359.688, 28.258, 1.055, -14.685, 317.386, 273.502, 25.387, 28.195, 0.966, -14.813, 341.085, 294.018, 5.545
1090.582, 27.378, 1.384, -14.862, 20.233, 278.875, 0.553, 27.274, 1.041, -14.770, 320.240, 255.043, 33.444, 27.212, 0.972, -14.877, 338.571, 290.611, 2.736
1091.082, 25.370, 1.319, -14.878, 7.741, 278.796, 0.763, 25.242, 0.943, -14.809, 323.619, 255.119, 22.176, 25.217, 0.882, -14.930, 337.960, 283.159, 358.997
1091.582, 24.017, -0.569, -14.548, 9.811, 278.621, 359.924, 23.899, -0.947, -14.474, 324.534, 260.981, 18.445, 23.863, -1.010, -14.598, 342.044, 282.592, 4.652
1092.082, 23.952, -4.955, -14.432, 13.278, 278.099, 0.535, 23.831, -5.298, -14.341, 315.003, 272.582, 353.666, 23.798, -5.391, -14.484, 340.473, 282.321, 7.153
1092.582, 22.286, -8.511, -13.745, 0.980, 274.489, 0.596, 22.099, -8.824, -13.661, 307.211, 269.650, 0.358, 22.112, -8.964, -13.801, 342.035, 279.287, 5.259
1093.082, 20.799, -8.511, -13.672, 0.393, 273.087, 0.524, 20.597, -8.890, -13.598, 320.178, 270.390, 1.582, 20.611, -8.981, -13.742, 348.010, 278.503, 2.947
1093.582, 19.336, -8.518, -13.876, 5.538, 272.760, 0.104, 19.148, -8.906, -13.805, 324.804, 270.766, 358.711, 19.121, -9.038, -13.958, 357.567, 277.474, 1.126
1094.082, 17.359, -8.512, -13.439, 1.770, 274.147, 359.440, 17.110, -8.774, -13.341, 297.433, 280.016, 350.985, 17.148, -9.022, -13.511, 359.340, 278.622, 7.534
1094.582, 16.040, -8.508, -13.384, 358.198, 272.503, 0.324, 15.760, -8.737, -13.304, 295.343, 267.259, 3.847, 15.833, -9.023, -13.471, 0.477, 273.716, 14.596
1095.082, 15.381, -8.373, -13.346, 274.490, 296.101, 334.426, 15.099, -8.124, -13.254, 324.361, 90.642, 181.017, 14.882, -8.180, -13.441, 273.612, 74.943, 213.604
1095.582, 12.450, -9.618, -13.339, 290.566, 275.977, 354.331, 12.065, -9.472, -13.248, 306.927, 85.140, 185.034, 11.959, -9.469, -13.433, 274.512, 271.872, 14.453
1096.082, 8.464, -9.023, -13.422, 287.282, 283.631, 346.337, 8.091, -8.881, -13.353, 313.087, 89.866, 179.093, 7.969, -8.869, -13.515, 272.195, 303.138, 341.186
1096.582, 5.467, -7.311, -13.286, 287.839, 286.433, 344.305, 5.075, -7.162, -13.219, 308.904, 94.762, 183.941, 4.975, -7.161, -13.378, 272.829, 3.828, 276.412
1097.082, 5.471, -5.477, -13.182, 287.208, 304.229, 326.381, 5.072, -5.333, -13.124, 311.754, 100.746, 176.957, 4.970, -5.322, -13.280, 272.370, 300.807, 342.559
1097.582, 5.504, -3.640, -13.423, 292.330, 26.320, 247.546, 5.072, -3.463, -13.368, 311.022, 98.709, 179.606, 4.970, -3.451, -13.523, 272.954, 312.131, 330.808
1098.082, 5.498, -1.617, -13.297, 294.902, 13.337, 260.831, 5.070, -1.446, -13.244, 310.204, 101.309, 178.675, 4.974, -1.428, -13.395, 273.197, 341.023, 302.473
1098.582, 5.394, 0.250, -13.383, 307.796, 287.760, 339.747, 5.014, 0.365, -13.336, 301.772, 107.429, 175.560, 4.940, 0.380, -13.486, 273.361, 335.922, 307.287
1099.082, 3.735, 1.984, -13.662, 304.843, 290.350, 337.416, 3.350, 2.106, -13.619, 303.012, 107.635, 175.821, 3.275, 2.122, -13.771, 271.581, 352.052, 290.461
1099.582, 1.440, 2.236, -13.703, 304.112, 292.965, 334.783, 0.982, 2.360, -13.606, 281.086, 201.906, 90.089, 0.975, 2.372, -13.812, 270.902, 340.055, 304.105
1100.082, 1.439, 2.250, -13.689, 311.302, 308.746, 310.633, 0.829, 1.896, -13.494, 36.551, 252.367, 354.519, 0.972, 2.376, -13.786, 279.450, 349.170, 296.104
1100.582, 1.114, 1.489, -13.692, 26.621, 296.668, 0.274, 1.039, 0.959, -13.541, 357.533, 266.453, 40.740, 0.966, 1.012, -13.775, 2.515, 280.829, 13.854
1101.082, 1.141, 1.426, -13.636, 33.072, 354.695, 8.059, 1.137, 1.011, -13.448, 331.599, 334.006, 11.027, 0.933, 0.959, -13.744, 3.824, 293.413, 10.200
1101.582, 1.188, 1.489, -13.699, 0.340, 8.368, 357.005, 1.237, 1.086, -13.504, 309.620, 342.055, 25.592, 0.992, 0.969, -13.631, 1.377, 329.396, 6.874
1102.082, 1.238, 1.528, -13.706, 315.645, 11.337, 353.093, 1.226, 1.104, -13.455, 310.572, 332.259, 19.059, 1.041, 0.953, -13.553, 2.867, 322.659, 11.125
1102.582, 1.186, 1.536, -13.680, 317.733, 31.955, 352.488, 1.222, 1.115, -13.455, 309.454, 353.790, 11.998, 1.059, 0.990, -13.437, 357.857, 349.561, 5.631
1103.082, 1.173, 1.533, -13.689, 317.841, 45.245, 353.420, 1.296, 1.099, -13.484, 312.078, 8.374, 18.620, 1.139, 0.983, -13.420, 357.792, 2.952, 13.502
1103.582, 1.240, 1.469, -13.656, 14.757, 48.688, 358.771, 1.331, 1.073, -13.507, 324.788, 6.798, 17.276, 1.145, 0.999, -13.434, 354.784, 4.064, 13.026
1104.082, 1.241, 1.484, -13.635, 7.603, 24.276, 357.757, 1.386, 1.065, -13.524, 324.095, 23.126, 12.631, 1.146, 0.987, -13.443, 359.288, 0.220, 7.251
1104.582, 1.317, 1.492, -13.642, 2.631, 27.217, 358.069, 1.448, 1.098, -13.531, 313.626, 29.008, 355.561, 1.255, 0.998, -13.457, 345.414, 9.767, 11.716
1105.082, 1.254, 1.496, -13.613, 359.956, 6.525, 357.039, 1.439, 1.099, -13.525, 313.540, 41.658, 352.918, 1.259, 1.004, -13.412, 348.010, 20.129, 7.529
1105.582, 1.320, 1.482, -13.664, 9.773, 104.869, 358.595, 1.458, 1.099, -13.572, 310.201, 41.782, 47.241, 1.302, 0.988, -13.397, 350.833, 30.861, 5.150
1106.082, 1.350, 1.453, -13.692, 24.429, 111.168, 357.216, 1.490, 1.102, -13.652, 312.831, 61.104, 25.418, 1.381, 0.995, -13.435, 349.996, 52.864, 2.184
1106.582, 1.309, 1.466, -13.586, 17.140, 3.833, 357.241, 1.367, 1.112, -13.496, 315.190, 333.382, 26.285, 1.225, 1.014, -13.452, 340.465, 0.911, 3.769
1107.082, 1.188, 1.453, -13.642, 21.897, 291.095, 0.219, 1.130, 1.141, -13.521, 300.917, 293.292, 9.561, 1.040, 1.014, -13.613, 338.229, 316.857, 356.912
1107.582, 1.208, 1.423, -13.660, 35.503, 215.587, 354.729, 1.077, 1.121, -13.594, 317.194, 223.346, 21.724, 1.070, 1.010, -13.703, 340.666, 261.560, 354.657
1108.082, 1.222, 1.429, -13.650, 33.019, 209.771, 358.844, 1.059, 1.219, -13.902, 314.982, 166.002, 59.717, 1.119, 0.987, -13.728, 347.950, 254.174, 358.066
1108.582, 1.226, 1.435, -13.652, 31.460, 215.794, 1.580, 1.033, 1.344, -13.787, 290.366, 172.149, 55.108, 1.095, 0.989, -13.725, 348.760, 258.085, 359.575
1109.082, 1.218, 1.452, -13.627, 25.194, 210.518, 4.305, 1.100, 1.269, -13.668, 298.287, 166.158, 37.480, 1.100, 0.982, -13.676, 350.890, 263.671, 358.992
1109.582, 1.320, 1.443, -13.681, 27.816, 148.885, 359.643, 1.208, 1.206, -13.727, 297.572, 138.929, 19.657, 1.186, 0.992, -13.781, 343.731, 234.878, 353.398
1110.082, 1.263, 1.500, -13.641, 356.988, 124.864, 5.163, 1.263, 1.167, -13.753, 312.893, 113.769, 359.104, 1.328, 0.971, -13.724, 353.105, 161.505, 2.103
1110.582, 1.273, 1.494, -13.557, 359.001, 115.941, 7.172, 1.332, 1.178, -13.695, 309.954, 104.101, 358.792, 1.434, 0.988, -13.653, 348.840, 135.316, 357.440
1111.082, 1.325, 1.437, -13.449, 28.496, 45.282, 352.467, 1.400, 1.154, -13.571, 319.792, 54.572, 0.909, 1.460, 0.983, -13.542, 349.128, 115.367, 358.212
1111.582, 1.330, 1.451, -13.444, 21.967, 50.623, 358.912, 1.405, 1.161, -13.520, 315.428, 34.329, 13.545, 1.477, 0.992, -13.489, 345.275, 104.467, 355.677
1112.082, 1.234, 1.462, -13.614, 16.507, 213.044, 5.963, 1.306, 1.198, -13.677, 313.326, 98.854, 30.430, 1.290, 1.023, -13.735, 328.121, 209.755, 347.177
1112.582, 1.136, 1.433, -13.544, 33.802, 297.862, 1.749, 1.124, 1.204, -13.687, 307.969, 174.598, 29.663, 1.078, 1.029, -13.708, 332.991, 278.631, 345.891
1113.082, 1.185, 1.436, -13.537, 31.399, 321.786, 359.467, 1.116, 1.194, -13.616, 306.960, 218.654, 21.109, 1.049, 1.021, -13.631, 335.236, 304.103, 346.083
1113.582, 1.273, 1.474, -13.396, 10.212, 6.515, 359.090, 1.182, 1.182, -13.324, 307.098, 293.611, 3.280, 1.060, 1.007, -13.353, 345.699, 324.519, 2.275
1114.082, 1.352, 1.482, -12.848, 11.081, 40.714, 359.986, 1.329, 1.171, -12.734, 313.511, 335.174, 358.982, 1.204, 1.006, -12.684, 349.002, 357.638, 1.373
1114.582, 1.303, 1.527, -12.866, 332.966, 48.000, 1.933, 1.396, 1.189, -12.757, 302.995, 11.634, 353.605, 1.308, 1.001, -12.656, 345.307, 18.472, 4.812
1115.082, 1.411, 1.496, -13.039, 358.660, 3.655, 358.350, 1.502, 1.156, -12.941, 316.154, 352.451, 355.563, 1.410, 1.013, -12.866, 343.483, 16.694, 6.824
1115.582, 1.426, 1.494, -13.032, 0.181, 4.596, 358.302, 1.496, 1.150, -12.933, 317.575, 349.831, 356.321, 1.393, 1.004, -12.860, 347.891, 10.572, 2.359
1116.082, 1.442, 1.488, -13.018, 4.712, 14.518, 355.784, 1.570, 1.107, -12.929, 330.148, 21.381, 353.362, 1.410, 0.996, -12.842, 353.153, 9.515, 0.498
1116.582, 1.399, 1.463, -13.849, 22.564, 48.138, 359.573, 1.519, 1.048, -13.781, 346.654, 36.078, 350.286, 1.335, 1.011, -13.665, 346.612, 15.107, 357.407
1117.082, 1.644, 1.468, -13.567, 20.102, 41.305, 359.264, 1.794, 1.082, -13.504, 336.223, 41.318, 347.855, 1.593, 1.003, -13.386, 350.380, 19.125, 357.694
1117.582, 2.338, 1.476, -12.905, 16.031, 42.599, 358.680, 2.512, 1.082, -12.866, 335.950, 50.121, 346.818, 2.314, 1.005, -12.717, 348.923, 25.323, 355.571
1118.082, 4.771, 4.875, -10.473, 5.468, 44.782, 359.182, 4.944, 4.487, -10.408, 328.557, 44.609, 348.650, 4.765, 4.386, -10.281, 348.600, 29.335, 353.820
1118.582, 9.401, 11.600, -5.793, 3.532, 45.004, 0.068, 9.565, 11.193, -5.716, 333.671, 36.160, 353.042, 9.385, 11.108, -5.605, 348.022, 25.209, 0.946
1119.082, 12.893, 15.677, -2.255, 11.982, 39.010, 0.177, 13.017, 15.265, -2.183, 336.816, 22.629, 357.449, 12.868, 15.199, -2.084, 349.709, 25.035, 356.790
1119.582, 12.878, 14.582, -1.941, 19.214, 27.435, 359.722, 12.973, 14.194, -1.871, 326.014, 9.304, 11.614, 12.859, 14.115, -1.788, 350.614, 24.402, 354.718
1120.082, 12.872, 11.456, -1.663, 23.868, 24.269, 359.447, 12.962, 11.069, -1.597, 330.865, 356.470, 21.824, 12.847, 10.999, -1.519, 349.505, 22.433, 356.579
1120.582, 12.889, 11.488, -1.692, 5.744, 47.923, 1.891, 13.019, 11.091, -1.614, 318.078, 29.182, 11.701, 12.856, 11.002, -1.521, 340.325, 21.672, 352.230
1121.082, 12.893, 11.460, -1.688, 24.041, 41.149, 0.651, 13.073, 10.754, -1.759, 8.369, 28.509, 351.686, 12.838, 10.999, -1.525, 342.245, 18.140, 356.746
1121.582, 12.921, 11.454, -1.687, 26.600, 36.143, 359.324, 13.039, 10.721, -1.848, 21.676, 59.000, 321.958, 12.833, 10.998, -1.537, 343.718, 20.793, 352.088
1122.082, 12.909, 11.459, -1.692, 24.108, 37.178, 0.225, 13.118, 10.811, -1.786, 5.657, 59.884, 313.958, 12.831, 10.996, -1.544, 343.349, 22.247, 354.793
1122.582, 12.864, 11.475, -1.684, 15.818, 29.815, 357.375, 13.141, 11.024, -1.738, 330.072, 15.931, 342.482, 12.808, 10.996, -1.537, 344.811, 23.346, 356.135
1123.082, 12.781, 11.502, -1.659, 356.864, 19.368, 0.869, 13.044, 10.973, -1.656, 331.450, 20.374, 329.625, 12.774, 10.996, -1.511, 342.150, 24.485, 357.179
1123.582, 12.783, 11.477, -1.640, 10.241, 28.043, 1.534, 12.986, 10.889, -1.627, 346.159, 11.010, 345.483, 12.770, 10.972, -1.503, 348.288, 24.433, 359.707
1124.082, 12.926, 11.477, -1.639, 6.955, 52.780, 2.362, 13.065, 10.853, -1.575, 358.376, 351.863, 1.021, 12.872, 10.976, -1.458, 346.448, 13.647, 0.334
1124.582, 13.039, 11.483, -1.644, 2.844, 84.067, 0.346, 13.107, 10.856, -1.536, 1.360, 341.993, 25.547, 12.987, 10.980, -1.422, 346.254, 27.227, 352.101
1125.082, 13.609, 11.483, -1.484, 9.752, 73.985, 0.580, 13.768, 10.941, -1.404, 353.896, 38.282, 354.781, 13.599, 10.989, -1.276, 350.359, 34.139, 357.721
1125.582, 14.853, 11.473, -1.138, 15.437, 75.934, 359.979, 14.977, 10.961, -1.045, 349.941, 27.658, 2.791, 14.824, 10.987, -0.926, 351.028, 34.098, 356.891
1126.082, 15.253, 11.476, -0.448, 13.209, 88.251, 0.032, 15.396, 10.983, -0.423, 348.623, 50.147, 0.423, 15.299, 10.983, -0.256, 354.250, 51.843, 6.486
1126.582, 15.254, 11.477, 0.157, 15.099, 93.436, 0.977, 15.410, 11.034, 0.111, 338.576, 72.914, 359.071, 15.387, 11.003, 0.309, 347.012, 66.950, 3.479
1127.082, 16.444, 11.470, 0.009, 18.928, 92.952, 0.218, 16.590, 11.031, -0.080, 340.553, 87.887, 354.144, 16.578, 11.000, 0.149, 347.183, 71.757, 2.133
1127.582, 20.018, 12.450, -0.091, 13.472, 93.051, 359.840, 20.164, 12.005, -0.163, 339.090, 81.984, 356.598, 20.148, 11.964, 0.042, 349.192, 76.073, 358.009
1128.082, 28.194, 14.210, -0.155, 15.461, 91.526, 359.826, 28.337, 13.766, -0.228, 339.705, 81.368, 357.554, 28.324, 13.729, -0.018, 349.835, 74.514, 358.475
1128.582, 36.355, 13.457, -0.196, 25.295, 91.528, 0.197, 36.483, 13.026, -0.271, 341.056, 80.070, 359.103, 36.475, 12.995, -0.055, 350.035, 73.001, 359.640
1129.082, 42.896, 10.397, -0.207, 35.560, 90.416, 0.368, 43.010, 9.982, -0.293, 343.081, 83.601, 359.591, 43.006, 9.952, -0.058, 356.418, 68.258, 4.826
1129.582, 42.892, 9.433, -0.198, 36.837, 90.757, 0.489, 42.994, 9.014, -0.283, 345.195, 83.677, 359.315, 42.987, 8.983, -0.047, 359.940, 68.052, 8.235
1130.082, 42.881, 9.437, -0.187, 35.271, 89.920, 1.203, 42.990, 9.019, -0.266, 344.342, 80.293, 0.704, 42.981, 8.984, -0.041, 0.164, 67.820, 9.246
1130.582, 42.857, 9.439, -0.179, 34.761, 84.363, 3.251, 42.984, 9.024, -0.255, 344.692, 75.386, 1.419, 42.975, 8.997, -0.049, 359.278, 68.533, 7.555
1131.082, 42.597, 9.423, -0.594, 39.168, 3.779, 353.520, 42.801, 9.003, -0.632, 349.842, 38.416, 0.361, 42.672, 9.004, -0.458, 0.117, 36.115, 359.977
1131.582, 42.402, 9.428, -1.770, 36.327, 356.331, 353.782, 42.595, 9.007, -1.783, 349.228, 29.280, 0.277, 42.440, 9.022, -1.603, 355.793, 22.598, 15.307
